0_hint,1_hint,2_hint,3_hint,4_hint,5_hint,6_hint,7_hint,8_hint,9_hint,10_hint,11_hint,12_hint,13_hint,14_hint,15_hint,16_hint,17_hint,18_hint,19_hint,20_hint,21_hint,22_hint,23_hint,24_hint
592.074,722.089,711.33,707.909,701.57,686.427,615.164,607.586,582.482,576.132,570.911,567.32,563.407,555.208,547.339,542.34,537.864,531.55,527.993,522.003,515.359,509.237,504.793,498.88,494.143
632.639,764.432,754.981,765.523,739.541,731.421,691.354,685.626,683.072,678.061,669.37,662.547,678.252,626.817,621.363,615.208,610.274,604.766,600.087,593.689,588.09,583.43,578.291,572.176,565.632
628.284,704.736,759.008,682.84,679.59,656.311,596.287,670.591,645.902,651.078,568.648,560.024,557.419,553.263,549.681,535.318,536.419,531.388,522.366,517.505,516.835,512.261,506.055,494.567,490.849
584.892,713.943,684.441,654.739,649.401,643.28,636.467,644.289,652.562,591.226,600.176,595.872,568.845,537.416,534.909,528.361,523.72,516.29,511.225,504.704,501.534,494.444,488.429,485.309,478.343
562.237,689.279,684.816,677.566,651.945,656.487,632.09,616.539,602.888,608.573,625.183,558.484,557.685,552.919,543.039,540.747,535.958,530.893,520.523,516.639,514.905,504.364,503.641,497.047,492.846
544.995,691.835,683.894,640.642,637.527,632.554,602.142,609.152,602.333,594.682,567.172,558.817,556.348,567.399,543.765,539.046,533.953,524.992,524.292,519.187,512.204,506.378,503.993,494.535,493.459
572.971,704.163,698.252,638.131,634.591,628.23,623.261,617.868,629.403,598.615,678.576,587.561,567.631,568.258,560.036,534.048,530.634,524.662,517.198,512.992,509.974,503.266,497.287,491.687,487.358
522.51,642.4,636.813,630.927,622.071,553.325,552.471,544.62,557.683,533.854,529.102,523.533,518.576,513.51,507.639,502.599,495.32,491.828,484.235,479.168,472.459,424.824,427.131,425.894,422.555
454.454,596.119,568.056,563.08,557.868,552.638,547.07,542.591,536.634,532.518,526.131,520.826,513.438,509.813,504.479,500.695,494.386,487.39,423.751,422.189,422.377,422.75,422.123,422.264,422.153
363.321,507.687,500.845,496.05,490.712,486.282,479.604,472,426.831,425.727,425.349,427.864,427.474,426.455,426.308,427.071,425.183,424.271,423.406,426.389,422.734,432.547,422.122,425.927,425.398
390.243,535.031,528.107,521.172,515.919,511.492,505.876,500.904,496.302,489.188,484.171,418.012,417.446,418.081,417.621,418.501,417.642,418.623,418.053,418.37,417.831,418.297,417.885,418.055,417.503
389.303,533.89,527.893,522.542,517.808,509.487,506.23,502.994,495.392,489.35,484.983,418.862,418.81,418.479,419.096,419.213,418.952,422.85,418.989,418.19,418.811,436.769,418.838,421.325,418.121
393.451,537.409,533.905,526.981,519.689,512.003,507.848,501.157,497.614,491.417,486.404,422.654,424.159,425.14,422.494,425.094,425.086,424.796,424.303,422.096,421.873,421.796,421.9,421.865,421.765
528.091,588.413,584.18,581.365,574.97,570.466,564.455,555.682,552.27,550.383,546.73,549.617,531.481,525.158,517.625,511.427,507.367,501.329,495.158,490.109,425.236,422.852,423.007,422.987,423.373
351.365,492.388,484.493,424.289,424.008,422.965,424.376,421.599,421.777,421.796,422.831,422.503,422.532,421.881,421.817,422.235,421.764,421.991,424.643,421.946,423.507,512.815,421.969,421.698,421.951
378.679,524.023,517.824,511.706,506.3,500.625,493.852,489.674,487.339,479.052,472.199,409.131,409.18,409.533,409.076,408.945,409.046,409.138,409.231,409.066,409.095,408.836,408.894,409.152,409.088
546.255,656.606,583.711,646.276,572.398,567.385,555.593,555.435,545.025,546.328,538.464,531.59,529.489,525.9,513.83,507.603,504.67,496.683,492.18,430.272,430.29,429.715,429.989,430.164,429.86
417.639,557.532,552.703,545.384,538.563,531.958,527.087,522.593,516.998,509.711,504.902,499.924,494.711,489.335,484.274,418.165,418.447,417.867,417.765,418.348,418.126,417.404,418.391,417.834,418.024
401.411,548.233,546.04,535.396,529.237,525.269,517.047,512.85,522.687,506.643,513.739,497.338,484.468,424.353,421.383,421.637,424.223,422.712,422.895,425.037,422.408,421.652,423.907,421.767,421.873
529.621,654.629,581.781,562.959,558.251,546.532,541.562,540.302,538.858,526.508,527.01,520.432,514.151,504.261,500.195,499.963,494.787,430.403,426.763,429.802,424.966,429.206,423.151,421.93,426.103
351.073,492.306,485.11,421.76,424.321,425.282,421.828,423.681,422.827,426.67,447.557,422.104,423.33,421.422,421.848,421.56,422.642,425.077,422.447,421.523,421.782,421.889,421.902,421.825,422.834
545.597,671.903,649.228,658.347,616.269,629.435,553.745,556.351,549.775,540.551,531.145,530.473,521.204,516.557,509.967,503.865,501.163,491.516,487.012,422.074,421.76,421.974,421.701,423.576,424.909
563.552,693.658,687.991,667.853,639.411,644.251,557.755,547.739,542.585,536.373,532.35,529.011,523.435,514.86,509.4,503.497,499.426,492.205,487.625,481.32,418.548,418.477,418.575,418.61,418.603
501.257,564.189,630.284,556.463,547.346,545.024,534.697,530.077,523.961,517.936,513.492,508.914,507.628,503.198,491.586,487.24,424.136,424.306,424.01,423.82,423.904,423.832,423.901,423.977,424.43
551.697,667.1,663.38,658.405,650.844,646.085,640.882,655.097,604.24,597.593,591.608,586.691,582.262,577.039,572.563,564.297,501.906,499.724,499.972,499.62,501.603,499.575,499.614,499.703,499.718
638.444,781.868,755.841,761.82,685.257,679.217,666.661,659.016,648.715,648.663,649.662,644.215,637.503,623.703,623.688,613.346,609.309,599.214,594.589,595.014,579.894,576.543,514.594,507.523,508.948
451.843,552.618,557.137,576.644,535.327,527.935,524.224,518.895,513.494,508.352,500.988,497.796,492.582,487.71,422.716,422.007,422.728,422.276,422.075,421.937,422.515,422.075,422.242,533.661,533.53
417.658,551.038,550.848,546.818,537.09,535.901,529.486,521.378,516.994,511.802,506.345,504.569,494.201,491.943,422.831,422.851,422.926,422.732,422.816,422.768,422.639,422.761,422.732,422.746,422.596
501.059,624.913,614.508,609.151,605.961,595.57,580.71,577.518,558.705,550.82,547.986,542.14,534.148,529.191,522.619,517.438,512.992,506.711,505.935,496.588,492.005,430.439,429.876,430.018,430.11
556.034,700.914,643.62,583.982,575.388,569.527,568.464,562.951,554.398,549.155,545.046,539.465,533.932,529.198,519.73,516.516,510.901,508.145,503.789,494.691,492.653,423.144,423.086,423.151,422.98
395.037,536.819,533.883,527.453,525.304,522.446,516.701,506.434,502.517,490.558,485.615,422.063,424.424,422.329,421.859,421.95,421.821,499.912,421.217,421.786,422.023,421.991,422.865,421.678,533.974
430.128,572.465,570.016,561.02,558.566,552.745,546.25,536.294,536.41,529.615,525.334,518.008,511.986,506.316,502.442,496.62,489.982,423.068,422.925,425.169,422.882,423.255,425.482,442.588,424.821
513.7,681.084,658.578,587.123,580.095,571.244,568.745,563.76,558.572,541.562,533.513,527.006,521.145,516.295,511.164,505.411,500.05,494.931,490.229,422.94,423.112,422.961,422.901,422.977,423.044
392.161,534.452,533.063,526.137,516.636,512.686,506.667,497.582,495.413,489.688,423.639,423.025,424.178,429.128,423.398,423.935,426.539,425.666,423.027,425.972,425.857,426.134,423.049,424.005,424.053
480.508,623.794,592.44,586.943,583.212,567.243,597.88,555.116,553.57,544.786,541.511,537.649,527.64,525.554,518.183,513.504,508.425,500.02,501.337,492.654,489.006,418.736,418.824,418.857,418.846
585.118,716.317,649.956,641.347,640.49,630.791,627.464,619.175,614.124,611.565,604.916,600.397,592.025,588.89,581.426,579.411,506.511,510.248,512.646,527.253,514.944,514.894,513.968,515.274,514.857
550.528,713.797,683.79,653.556,595.045,591.593,585.966,582.308,574.003,569.392,564.873,558.697,552.004,521.097,516.172,512.713,504.887,499.724,494.496,488.941,484.194,420.404,420.005,420.049,419.917
435.246,562.629,556.843,549.349,545.563,544.625,538.381,532.733,526.906,517.95,517.346,507.146,504.042,497.619,492.356,488.744,418.961,418.673,419.002,418.851,418.964,418.93,418.799,418.726,419.031
352.573,493.126,490.093,428.002,425.435,425.82,425.996,429.051,425.712,426.235,433.852,430.727,421.921,423.955,427.592,424.987,489.036,428.321,425.023,422.105,427.678,425.087,426.423,424.784,429.151
518.894,577.432,566.891,571.956,567.478,562.927,558.515,546.564,545.437,527.845,523.657,516.726,512.422,506.236,502.938,495.648,491.226,428.159,427.914,445.702,427.752,427.329,427.405,427.554,428.698
403.436,543.696,541.792,532.638,529.165,522.673,518.953,510.994,505.382,499.513,496.15,487.219,484.692,418.341,418.049,418.081,418.235,418.176,418.171,418.121,418.078,418.126,418.27,529.563,529.974
378.738,521.058,516.882,512.183,504.683,498.872,493.525,487.655,481.37,418.237,418.395,418.207,418.216,418.178,418.163,418.262,418.225,418.201,418.156,418.346,418.362,418.453,418.234,418.412,418.256
399.842,539.37,536.534,530.891,525.02,518.725,514.328,505.964,500.789,496.485,487.53,422.784,423.878,423.721,422.705,422.978,424.002,423.376,422.842,423.136,423.131,422.872,422.815,423.093,422.853
528.239,625.521,619.285,610.763,608.276,605.844,593.898,592.75,589.689,584.464,584.842,556.948,555.789,543.295,541.095,535.654,534.365,523.326,518.362,511.196,509.206,502.477,516.558,490.745,483.858
408.06,523.353,518.159,512.366,505.63,502.722,497.241,489.477,482.795,478.979,415.164,415.362,415.035,415.218,415.348,415.345,414.732,414.928,414.722,414.618,415.205,415.14,414.973,414.95,414.463
464.868,610.959,591.994,586.234,581.979,575.011,568.403,564.257,534.991,533.012,523.251,516.449,510.49,507.038,503.803,497.711,492.922,423.918,425.897,425.908,426.419,424.815,422.873,426.401,422.927
427.116,544.989,541.54,529.679,527.579,523.075,522.048,515.599,508.884,499.486,495.26,491.218,429.039,421.834,426.872,427.288,424.343,429.611,422.084,424.333,427.774,421.58,423.689,428.661,424.67
509.335,583.219,575.514,587.231,560.577,549.503,548.266,537.151,532.264,525.888,521.706,516.301,516.111,504.092,503.865,493.926,486.212,427.4,425.415,430.213,425.644,425.853,430.282,427.187,426.373
370.525,532.162,508.167,502.915,498.418,491.495,485.387,422.092,422.028,422.037,422.113,421.994,422.03,422.014,422.194,421.998,422.146,422.49,422.049,422.103,422.209,422.051,422.016,422.867,422.566
436.065,557.417,551.052,543.315,537.667,535.04,528.106,523.334,516.127,512.783,508.596,502.519,496.222,490.633,483.736,479.28,473.305,410.246,410.113,409.969,410.069,409.979,409.988,411.206,409.625
560.431,683.185,609.78,606.914,599.636,594.181,589.087,558.176,555.332,550.38,543.318,538.761,535.976,528.648,520.995,516.006,511.31,506.169,500.13,495.742,489.743,484.043,418.435,417.681,417.972
381.253,525.893,518.014,513.975,508.607,503.892,497.275,488.787,427.954,427.768,427.761,428.317,427.916,427.971,428.087,428.104,427.829,428.463,428.062,428.228,428.066,427.945,428.202,427.979,427.886
506.68,645.866,635.106,637.938,583.224,564.885,546.742,540.012,535.367,532.308,522.938,519.225,512.777,507.235,501.993,497.234,493.429,424.663,428.243,425.707,429.425,426.693,423.617,423.863,426.769
476.542,620.15,615.166,609.098,602.907,598.136,593.464,587.788,582.129,577.353,571.081,564.381,499.874,499.715,499.664,499.748,499.984,499.661,499.944,499.568,499.607,502.279,499.757,499.54,499.533
483.319,593.351,568.826,558.738,557.423,549.6,544.592,537.978,532.381,532.379,526.736,517.805,514.187,505.576,500.528,494.882,491.135,423.519,423.16,423.548,423.728,422.744,423.633,423.364,536.101
392.351,529.542,522.55,606.32,510.489,506.683,499.803,495.47,488.12,482.816,418.044,418.094,418.199,417.987,417.9,417.588,417.677,417.653,417.7,418.016,418.174,417.962,417.62,418.294,417.568
522.105,666.909,641.796,578.49,552.424,547.153,543.652,536.117,533.256,526.292,521.15,517.288,510.569,504.94,500.934,492.046,489.531,482.617,417.871,417.587,418.074,418.2,418.324,418.231,418.197
433.938,576.622,544.913,537.886,535.756,528.444,523.578,516.244,515.978,509.774,501.476,495.757,490.513,427.706,427.893,427.88,428.145,428.144,427.753,428.006,428.123,428.086,427.988,427.992,428.028
493.271,606.359,592.125,587.915,580.564,576.028,571.673,541.215,535.186,529.864,523.328,518.199,513.363,511.167,501.909,498.614,494.039,487.987,422.806,421.914,422.031,422.343,422.037,422.12,422.387
532.924,602.862,601.706,577.563,570.312,571.044,564.544,554.865,546.668,544.092,536.502,530.793,526.589,517.907,512.429,509.583,503.448,498.085,491.49,487.615,422.018,422.017,422.06,422.027,422.021
374.93,519.406,513.578,525.159,501.831,501.489,490.731,485.189,421.893,421.914,422.528,421.968,422.032,422.599,422.192,423.887,423.912,421.865,423.2,421.966,421.858,422.057,422.678,421.887,422.085
493.651,564.126,560.473,553.491,545.254,550.718,538.928,527.641,523.068,518.752,512.449,508.076,502.958,500.055,491.188,484.643,421.638,423.459,423.379,421.496,423.052,422.446,422.571,423.291,422.766
559.302,636.107,632.005,626.107,620.148,614.278,609.177,603.685,598.828,592.988,587.829,582.521,576.536,571.053,564.442,499.977,499.914,499.757,499.825,499.695,499.621,499.639,499.696,500.02,499.494
407.7,529.395,523.776,516.622,511.943,507.895,554.376,494.206,492.262,483.302,478.725,415.152,415.713,415.511,415.376,415.819,415.056,415.159,414.769,414.717,414.931,415.787,414.95,416.313,415.069
602.826,708.442,689.952,701.717,652.113,630.468,602.751,594.026,588.026,583.078,551.997,545.044,542.325,539.657,530.997,525.289,519.882,512.95,509.733,503.102,497.121,492.144,487.313,422.02,422.777
491.971,592.456,586.236,579.527,575.016,579.772,552.974,546.975,541.836,536.779,531.594,523.832,526.435,516.252,509.701,505.448,501.826,494.012,486.902,482.349,476.066,412.651,412.896,412.562,412.828
573.666,682.104,676.02,695.154,689.144,667.877,665.022,640.958,566.284,557.6,551.423,546.592,541.738,537.687,529.083,522.545,520.668,515.275,508.692,500.941,498.706,490.981,428.311,427.728,427.689
580.839,708.174,688.25,700.649,683.886,652.492,636.295,625.767,632.438,624.78,591.686,538.701,533.783,527.544,546.218,517.318,511.998,504.613,519.046,495.527,489.828,487.359,481.371,472.513,408.753
513.493,609.036,578.405,572.824,541.514,531.766,529.097,523.173,518.761,515.344,508.423,500.309,499.291,489.401,486.437,418.822,418.667,418.898,418.916,418.787,418.816,418.972,418.869,418.793,419.13
497.954,567.3,550.436,543.003,542.331,535.286,529.361,521.29,518.083,511.863,504.673,501.455,494.149,489.916,428.137,422.173,423.711,421.805,422.071,424.72,423.697,422.901,421.542,421.656,421.684
626.818,727.046,726.117,720.34,691.614,672.503,652.508,651.023,559.922,556.623,546.741,544.049,535.09,531.447,526.908,521.94,515.396,510.07,503.294,500.735,495.42,488.57,561.632,418.828,419.114
430.906,575.284,568.53,561.849,556.601,554.661,548.014,555.755,520.793,515.298,507.485,505.482,498.85,492.33,489.336,501.175,417.535,417.266,417.165,417.544,418.074,417.373,417.773,417.742,418.169
546.238,690.519,669.907,655.63,636.913,628.11,621.903,555.796,548.978,545.682,539.762,534.509,527.402,523.15,517.474,512.291,508.047,501.132,495.77,491.575,427.779,428.015,427.807,427.754,428.05
355.891,496.031,489.535,429.913,429.62,429.728,430.54,430.368,430.011,430.053,430.006,430.116,429.775,429.524,429.808,430.11,429.953,429.929,429.793,429.769,429.766,429.845,430.246,429.987,429.91
435.824,579.292,574.681,570.018,642.382,542.918,537.493,532.727,529.179,521.462,515.626,511.179,506.026,499.77,495.551,488.967,483.948,417.569,417.479,417.585,496.942,501.58,505.042,444.858,444.344
379.685,529.985,531.126,555.287,526.773,507.252,491.973,482.165,418.304,418.387,418.283,419.285,418.751,419.134,418.707,419.128,419.19,423.74,418.727,436.015,418.24,418.275,417.711,418.3,419.429
384.103,511.773,505.385,500.333,494.232,490.438,482.63,476.313,413.205,413.132,412.923,413.16,413.085,413.059,413.039,413.306,413.358,413.195,413.164,413.172,413.394,415.677,413.35,412.955,412.822
354.009,491.315,482.369,424.342,419.507,418.383,419.863,421.042,424.126,423.81,421.238,421.114,420.273,420.574,423.222,419.839,419.126,418.271,419.03,426.77,420.813,422.406,422.204,422.85,423.134
483.771,588.664,582.795,579.76,584.702,560.358,554.03,540.393,530.217,523.704,514.305,509.907,506.601,501.954,497.106,492.381,430.094,427.763,424.149,422.967,422.956,427.425,425.377,425.284,425.329
420.541,567.568,536.834,530.233,525.235,523.179,512.313,508.029,510.338,587.327,491.925,490.747,419.255,420.254,419.457,419.756,419.404,420.193,419.199,419.279,420.411,419.468,419.164,419.906,533.188
556.783,688.471,703.227,666.974,643.855,565.207,559.744,558.318,548.777,542.701,537.236,531.339,525.903,520.072,515.865,508.599,506.421,499.871,496.903,487.374,484.183,418.35,418.613,418.647,418.861
385.435,511.893,507.104,499.254,493.113,488.843,481.544,474.08,411.974,411.86,412.629,411.91,412.048,411.808,411.68,411.914,413.133,411.662,411.834,411.722,412.523,412.24,412.621,412.01,412.408
449.227,579.566,570.872,565.87,558.347,549.558,542.762,540.083,534.589,530.409,519.774,517.679,515.009,508.772,499.163,491.483,494.851,422.895,421.724,421.685,424.767,423.541,423.828,428.798,421.702
636.304,741.292,714.406,666.454,665.952,635.669,622.214,622.237,616.615,608.032,604.389,595.684,594.486,586.132,580.614,574.048,513.62,514.629,515.9,515.767,515.529,511.672,511.001,512.373,503.458
580.646,703.298,691.163,689.743,655.996,650.784,646.014,640.328,638.086,631.425,623.407,621.251,613.465,606.895,603.105,597.928,594.164,592.94,587.028,577.843,516.195,510.669,506.036,509.989,512.982
456.229,584.614,570.544,565.119,561.386,553.739,544.495,543.377,528.349,534.279,523.942,519.35,509.624,508.968,503.646,492.883,488.409,425.165,425.825,421.925,422.193,423.498,423.573,427.591,427.941
424.64,549.281,545.921,533.964,533.129,528.241,523.085,518.324,508.878,506.364,496.545,489.934,431.113,430.443,430.284,430.697,430.421,430.228,430.579,431.805,431.493,430.128,430.239,431.892,430.728
516.099,602.491,594.441,590.187,636.175,578.349,571.089,543.068,542.935,535.508,526.721,522.148,515.936,512.101,510.288,499.425,494.998,490.308,423.426,422.881,440.981,422.913,424.729,422.61,423.852
500.173,571.668,566.035,567.035,557.465,551.263,546.049,540.58,535.971,534.613,524.296,524.482,513.102,508.23,509.291,496.118,490.595,430.676,430.165,429.65,430.855,431.218,430.024,430.292,430.9
466.551,617.155,588.204,577.858,565.465,573.263,560.837,562.728,548.35,548.725,538.994,533.494,527.215,512.863,508.726,503.811,497.361,495.157,487.463,425.153,421.524,421.74,423.752,426.894,421.674
497.16,643.985,579.161,575.996,563.449,556.319,551.98,545.883,540.379,541.295,535.612,523.965,518.487,513.959,509.924,502.528,496.628,491.874,430.209,429.758,429.737,430.479,429.878,435.096,443.013
535.331,686.958,668.282,638.251,636.95,633.509,627.317,616.871,599.111,594.182,586.717,588.744,580.213,572.642,543.324,557.868,534.67,524.404,519.731,516.503,509.918,500.086,498.268,492.668,489.768
353.855,495.393,487.626,423.076,423.193,423.226,424.386,426.383,430.01,425.274,422.846,423.96,426.239,426.138,427.404,424.329,422.922,423.199,423.291,423.198,422.881,423.975,422.923,423.685,536.248
423.775,572.138,574.288,568.666,541.815,534.488,532.571,524.668,522.592,512.264,508.385,502.019,498.19,492.237,487.275,422.016,421.787,421.987,422.082,422.025,421.929,421.951,421.918,422.048,421.752
357.99,502.9,489.243,429.456,424.384,423.203,424.947,422.703,423.298,423.105,424.942,425.442,424.82,422.958,423.986,423.224,425.463,423.019,427.884,428.288,423.131,426.815,429.237,429.531,427.667
500.808,654.154,630.607,551.116,546.379,541.718,534.57,541.881,524.895,519.263,514.471,508.467,502.566,495.954,491.784,485.541,422.064,422.061,423.027,422.299,422.249,422.831,440.03,422.778,422.016
350.748,492.034,484.966,424.842,423.4,422.1,425.184,421.562,422.773,424.016,425.297,422.884,421.649,422.359,421.728,421.906,421.666,421.564,423.723,422.645,421.647,421.838,421.604,533.914,533.095
433.365,576.166,570.867,540.547,534.327,527.391,524.092,517.858,511.784,509.474,503.895,495.865,490.823,427.836,428.415,428.183,428.16,427.762,427.823,427.955,428.054,427.947,427.848,427.938,427.838
532.504,645.11,615.449,619.444,591.258,586.235,558.608,550.729,548.335,539.412,536.598,531.62,523.704,518.117,512.009,508.565,500.653,498.226,491.719,488.016,421.974,422.048,422.064,421.924,421.857
426.446,572.621,569.229,562.87,554.007,551.681,539.052,539.65,526.092,521.222,514.734,509.251,504.694,500.372,492.612,488.964,482.62,419.097,419.085,418.972,419.039,419.219,419.1,418.983,418.971
390.465,518.082,513.243,504.512,500.428,497.793,489.031,485.576,418.703,418.825,418.629,418.609,418.847,418.763,418.872,418.75,418.799,418.633,418.777,418.311,418.602,418.832,418.368,532.878,418.635
403.991,546.365,542.861,535.092,531.58,524.728,519.022,513.532,509.858,502.783,498,490.597,488.155,421.558,421.689,421.612,421.827,422.186,421.826,421.933,423.932,424.942,423.901,421.744,421.74
371.654,514.652,514.553,506.73,502.699,497.469,492.904,486.385,418.686,418.723,418.826,418.574,418.996,418.499,418.733,418.682,418.881,418.676,418.707,418.788,418.819,418.569,418.75,418.574,418.775
410,557.683,549.556,548.432,540.359,530.035,530.43,529.293,524.76,513.032,509.792,504.703,492.073,492.033,422.497,427.885,425.637,423.234,427.828,430.096,507.293,430.78,428.102,424.629,427.791
354.53,496.137,485.319,423.53,423.833,423.85,423.815,423.637,423.524,442.011,423.533,423.21,423.273,423.8,423.746,423.68,423.775,424.136,423.586,423.763,423.76,423.74,423.833,423.51,423.808
439.779,564.281,556.895,550.056,543.668,538.634,534.485,527.213,521.13,519.482,513.891,509.455,498.066,495.577,487.7,422.846,422.896,422.94,422.858,425.714,429.298,425.738,426.053,425.094,422.889
539.701,678.674,670.185,652.856,638.678,633.674,551.738,545.215,541.175,536.347,529.64,524.804,517.83,513.286,509.082,505.126,497.82,491.463,485.2,422.224,422,422.503,421.981,422.218,421.861
431.162,574.692,573.202,564.568,564.015,546.433,547.019,535.555,533.895,535.255,517.973,516.311,508.333,508.787,502.199,491.493,485.26,423.549,423.574,423.742,423.86,423.698,428.428,428.917,424.259
456.344,599.047,595.099,588.16,549.681,547.79,541.656,538.166,531.931,542.965,520.054,514.747,508.973,499.529,501.298,489.225,486.229,418.716,419.025,418.45,418.349,418.555,418.529,428.789,426.346
491.847,565.325,557.791,554.625,546.662,533.756,531.837,526.709,518.826,512.785,509.836,499.844,497.826,490.972,485.412,418.586,419.835,418.618,418.471,418.501,419.321,418.674,418.551,418.471,419.373
351.959,491.384,488.803,428.409,428.949,431.231,429.111,430.231,428.733,425.588,432.048,427.317,423.809,424.229,426.391,428.464,422.408,421.718,422.786,429.101,424.845,426.533,427.43,425.122,424.692
503.338,577.701,551.409,549.17,541.965,534.866,532.387,524.94,519.525,517.584,508.565,503.302,499.682,494.879,489.388,482.885,475.855,412.711,413.006,412.516,412.694,413.159,412.491,412.997,412.544
353.529,496.126,485.378,423.847,423.883,424.002,508.88,424.323,423.821,424.121,423.878,423.955,423.568,423.743,423.72,423.431,423.563,441.011,423.735,423.408,423.076,423.577,423.772,534.45,533.654
354.205,499.759,485.074,423.527,423.592,423.715,424.044,424.47,423.71,423.729,423.868,426.118,423.817,423.884,423.868,423.434,423.977,423.596,423.637,423.843,423.827,425.73,423.905,423.614,423.294
413.235,557.984,552.444,546.78,541.308,534.381,530.131,524.433,519.111,512.125,507.997,504.228,498.292,492.284,487.484,421.949,422.655,421.838,422.214,421.881,422.067,422.012,421.898,421.799,422.161
418.835,558.983,561.793,547.462,542.32,538.963,529.83,525.545,519.182,515.347,507.569,503.078,500.677,493.677,488.753,481.468,477.676,412.483,412.703,412.724,412.792,413.849,412.722,412.693,417.658
567.861,681.995,667.256,668.006,649.009,566.736,555.385,553.137,549.273,546.654,540.317,527.764,523.302,517.995,516.979,507.15,502.374,496.09,489.219,423.751,425.523,448.471,429.002,422.264,426.079
439.551,569.884,576.881,574.124,567.028,559.424,556.055,550.112,543.841,525.581,518.323,514.99,514.049,505.677,498.719,492.854,423.632,426.946,424.955,422.937,423.948,426.83,422.846,539.343,424.953
377.891,530.532,525.811,513.849,510.351,503.574,500.919,495.495,487.883,481.153,415.184,416.61,415.401,416.8,416.182,416.11,415.721,417.094,416.09,417.487,416.72,415.747,415.696,416.258,415.751
385.507,531.871,525.113,518.044,512.212,509.103,504.09,498.479,491.52,487.368,421.992,422.708,422.237,421.945,422.233,422.262,422.404,422.498,421.776,422.125,422.53,422.357,422.054,422.318,421.984
445.601,580.581,573.965,568.096,562.823,569.862,537.323,530.477,525.651,519.153,515.018,510.555,503.858,499.195,494.029,490.947,481.34,562.237,412.97,413.267,413.377,413.426,413.214,413.212,413.575
559.327,709.213,686.217,678.376,673.07,671.39,603.643,573.672,580.091,577.435,569.741,564.448,560.85,559.678,518.021,513.732,509.726,505.35,497.761,491.273,484.728,423.634,421.773,421.784,421.849
424.665,553.657,545.844,544.468,536.925,530.838,525.149,519.035,516.098,510.397,504.176,498.5,494.372,489.641,483.037,477.595,412.724,412.765,412.717,412.699,413.686,412.615,413.296,412.511,412.521
473.885,552.335,545.917,541.435,533.039,528.738,523.724,518.394,510.858,507.108,502.109,496.95,489.945,487.12,479.726,472.657,409.456,409.614,409.329,409.869,409.904,409.57,409.631,409.637,409.881
540.593,659.474,594.386,586.714,586.982,575.851,565.931,569.79,561.884,560.922,553.958,534.148,523.174,515.76,518.047,512.876,504.596,496.227,493.762,431.302,424.076,422.343,425.13,441.948,424.975
528.698,648.605,631.806,625.457,621.28,595.977,591.403,582.335,573.324,569.885,563.221,564.056,558.379,553.573,547.235,534.217,531.513,527.244,520.379,513.562,505.141,503.056,495.231,491.449,423.484
