0_hint,1_hint,2_hint,3_hint,4_hint,5_hint,6_hint,7_hint,8_hint,9_hint,10_hint,11_hint,12_hint,13_hint,14_hint,15_hint,16_hint,17_hint,18_hint,19_hint,20_hint,21_hint,22_hint,23_hint,24_hint
435.688,602.082,582.672,584.222,563.35,559.409,553.83,549.34,542.571,538.563,532.07,526.476,522.342,516.936,510.822,504.624,497.329,435.704,435.695,435.425,436.018,435.696,436.074,435.842,435.415
376.289,523.499,518.5,514.044,510.266,505.638,498.72,434.467,434.636,434.775,434.96,434.724,434.66,434.644,435.016,435.009,434.686,434.59,434.924,435.227,434.596,434.629,434.5,434.627,434.555
436.507,560.019,554.073,549.856,543.028,538.519,531.821,528.316,521.847,516.836,510.692,505.88,499.883,493.444,487.606,483.504,477.217,414.649,414.667,414.969,414.752,414.757,414.755,414.835,414.713
568.554,679.303,614.921,605.105,602.793,594.304,591.511,560.409,557.015,549.442,544.771,537.901,534.211,527.651,520.939,516.285,509.949,505.512,500.054,494.835,489.512,481.882,420.99,420.962,420.611
383.315,528.133,543.535,519.127,515.425,507.503,503.991,496.329,431.008,430.652,433.648,430.807,430.722,430.495,430.658,431.044,430.787,430.832,431.01,431.006,430.792,431.079,430.845,430.915,430.789
485.063,641.29,642.045,630.28,568.326,563.703,549.644,544.395,539.306,533.958,534.009,523.401,517.777,514.072,513.026,502.136,493.607,431.749,433.654,433.29,434.097,432.657,432.38,432.552,432.145
481.366,642.817,638.083,630.801,625.165,621.094,615.818,610.089,603.889,598.27,593.928,587.475,524.823,525.341,525.653,525.029,525.589,525.261,525.296,525.264,525.258,525.22,525.139,525.378,525.6
476.842,594.307,619.008,630.409,563.276,554.332,550.271,542.466,540.13,537.376,531.093,524.141,519.356,514.221,511.391,502.631,494.337,431.697,431.856,432.11,432.13,432.026,431.96,432.39,563.209
396.71,521.537,515.968,512.123,508.664,504.26,499.8,494.045,488.102,482.117,420.846,420.771,420.569,420.833,420.393,421.124,420.955,420.969,420.891,420.785,420.849,420.801,420.146,419.974,420.565
524.591,664.749,650.529,573.229,559.954,554.359,548.48,539.703,535.419,526.024,520.989,516.005,510.773,504.8,500.346,493.445,487.805,484.187,420.999,421.039,420.335,420.331,420.342,420.715,420.622
433.237,582.693,550.685,547.574,543.15,535.75,531.829,527.098,519.793,517.304,509.7,505.276,500.887,430.717,431.087,430.843,430.77,430.919,431.092,430.854,430.668,430.452,430.298,430.509,441.208
503.622,629.247,595.755,593.157,584.827,582.581,578.82,555.217,549.575,544.097,538.602,532.484,527.23,522.622,517.47,512.585,506.408,499.259,434.531,434.481,434.719,434.861,434.628,434.683,434.854
559.078,611.171,599.835,586.81,586.148,581.099,571.983,568.438,559.647,554.012,550.186,544.847,538.865,533.836,526.062,520.988,516.241,510.632,506.642,499.334,434.464,434.383,434.256,434.223,434.494
382.147,528.125,524.874,517.589,515.937,510.805,505.581,498.303,434.361,434.36,434.66,435.574,434.299,434.446,434.835,434.686,434.433,434.44,434.673,434.576,434.693,434.674,434.773,434.349,434.871
491.56,575.178,569.332,563.691,559.34,554.156,547.666,543.038,536.224,529.518,526.921,519.156,515.828,509.892,504.384,497.599,435.288,435.496,435.462,435.374,435.427,435.496,435.415,435.361,435.597
570.965,657.937,651.317,647.579,641.965,635.994,631.189,626.273,620.49,615.456,610.194,604.762,598.736,594.044,587.851,525.155,525.203,525.489,525.392,525.955,525.433,542.911,525.397,525.043,524.575
411.202,528.211,520.873,517.05,514.1,510.031,499.581,493.914,488.199,484.689,477.254,416.582,415.732,415.764,417.235,416.024,416.143,416.399,416.493,415.924,416.238,416.457,415.915,416.216,415.981
608.012,710.51,698.991,692.352,655.949,641.134,605.052,598.714,600.876,589.544,566.328,560.587,554.257,549.689,544.437,542.322,532.792,527.727,522.178,517.526,510.651,506.916,499.404,434.273,434.681
519.488,594.973,593.572,587.258,581.886,588.018,577.26,572.193,565.611,560.932,555.159,550.397,544.626,537.782,533.587,526.984,521.289,516.559,511.316,505.835,498.968,436.496,436.868,436.512,436.443
575.019,688.779,680.91,700.712,696.803,676.603,675.278,653.909,572.841,564.635,560.441,553.16,548.611,545.402,554.487,532.704,528.098,522.318,514.031,510.605,504.044,500.483,430.918,430.728,430.763
590.048,721.703,705.073,697.162,694.547,663.091,643.363,635.773,631.122,624.764,570.202,562.116,556.332,551.655,545.134,539.316,534.417,528.748,523.645,517.447,512.95,509.096,502.114,496.68,433.834
523.663,601.715,577.467,576.415,539.957,535.395,527.674,525.178,519.545,514.322,507.008,501.545,497.531,490.909,484,422.611,422.223,421.657,422.851,422.545,422.732,422.428,422.458,422.865,422.579
499.897,596.903,582.905,554.064,548.167,542.771,537.358,531.789,527.005,522.484,516.273,509.409,505.733,499.678,435.236,435.299,435.309,435.358,435.238,435.431,435.539,435.449,435.399,435.56,435.612
633.793,736.028,741.572,732.594,702.661,685.824,673.432,680.26,574.146,566.176,573.26,588.856,554.794,553.337,546.689,540.367,533.769,530.695,523.998,518.008,514.185,510.328,497.783,431.528,431.41
437.806,574.113,567.602,560.723,557.383,555.445,550.43,555.914,519.695,516.704,509.717,505.856,498.847,492.797,488.327,481.046,420.582,420.751,420.372,419.868,421.22,420.352,420.313,420.681,420.629
553.049,697.6,694.209,667.347,639.849,637.183,634.787,565.222,556.3,553.969,546.821,544.621,537.246,529.054,526.352,518.929,517.511,510.514,505.777,499.81,430.956,431.018,430.875,430.861,430.881
357.381,503.402,496.118,435.688,435.17,433.78,435.087,433.518,437.262,435.759,438.103,435.428,433.057,434.29,433.623,434.302,438.274,436.313,436.126,432.593,435.985,435.35,434.987,432.736,436.111
437.163,572.866,571.533,566.337,571.936,541.532,554.995,532.9,526.626,520.123,515.511,510.325,504.211,499.662,493.274,488.224,480.89,420.797,421.19,421.097,420.856,421.207,420.766,420.369,420.376
381.48,529.45,524.924,518.153,517.067,512.628,504.792,497.264,431.415,432.243,431.345,432.459,431.557,431.809,432.061,431.593,431.505,432.055,431.848,431.385,431.637,431.27,431.123,431.66,462.877
384.731,510.69,505.997,499.834,494.74,489.431,483.622,480.061,418.214,417.808,417.295,417.231,417.017,417.541,417.596,417.083,417.178,417.853,416.954,417.622,417.45,417.238,417.954,417.39,417.319
351.734,494.453,488.695,425.608,423.388,427.085,430.222,423.806,432.032,426.545,425.648,428.249,422.657,424.797,426.897,424.091,422.77,426.014,427.924,425.748,425.072,423.218,428.894,423.659,423.306
479.629,591.142,586.181,575.671,588.173,560.055,549.125,538.862,532.88,531.45,522.075,517.497,512.644,506.719,518.111,493.766,432.736,434.596,432.267,433.577,434.296,432.557,432.809,431.942,433.35
429.38,564.322,530.263,528.712,522.837,519.298,514.086,507.954,503.527,498.509,492.207,486.564,421.732,421.593,422.128,422.256,422.271,422.368,422.263,422.193,421.766,421.228,422.111,421.928,530.99
554.605,691.16,691.483,657.974,648.529,567.833,561.106,557.927,551.697,547.515,541.284,542.465,532.146,526.913,521.872,515.675,507.959,503.407,499.499,496.562,490.072,426.178,423.847,428.803,424.027
386.908,512.554,508.05,504.729,499.052,490.056,487.91,480.155,418.584,420.989,421.221,418.75,419.044,416.705,420.422,416.993,421.218,417.731,420.988,421.26,419.819,419.387,420.602,423.1,420.814
443.543,582.75,575.972,569.77,564.342,559.176,554.323,547.542,543.267,538.69,531.72,526.406,521.057,515.608,509.724,522.537,498.152,435.11,435.265,434.962,435.028,435.29,435.037,434.803,435.411
640.18,742.703,720.07,665.229,664.48,638.821,624.135,623.329,619.381,615.687,609.258,605.141,596.923,593.693,589.413,577.437,517.678,518.563,517.195,517.545,515.489,517.3,519.857,515.848,514.81
554.724,698.232,698.582,776.806,663.947,661.375,651.322,646.359,640.624,630.056,631.685,619.253,616.458,612.534,606.119,603.131,597.952,595.026,587.877,577.258,517.131,521.377,516.498,519.726,516.847
450.853,582.747,585.08,580.957,577.272,566.089,561.872,548.138,542.416,537.49,531.696,526.553,520.985,516.467,510.657,504.316,497.143,434.76,434.931,435.418,435.268,435.132,435.489,435.168,435.099
435.039,547.025,545.153,537.802,536.836,548.639,525.467,520.059,515.609,509.258,502.836,497.838,435.442,439.701,433.248,433.981,432.914,436.386,437.795,432.395,431.318,435.52,434.9,434.966,435.162
510.311,600.563,599.837,592.341,591.934,580.017,575.517,551.602,544.011,540.04,534.129,528.343,523.129,516.973,514.88,508.188,503.153,495.412,435.343,436.26,432.549,432.797,432.809,432.405,432.953
496.865,580.15,577.891,568.198,565.535,557.845,551.987,547.421,541.554,537.592,528.194,528.833,522.163,511.834,512.7,504.682,496.286,434.496,436.886,434.198,436.76,438.016,432.535,433.787,434.758
460.474,611.641,595.886,588.119,581.329,577.286,568.923,562.527,557.331,548.891,542.011,537.518,531.813,526.182,521.876,515.855,509.315,505.469,497.996,435.455,435.418,435.06,435.36,435.131,434.822
503.266,650.838,581.107,590.225,570.556,560.058,557.752,554.422,547.07,541.909,535.563,530.298,526.536,525,515.614,510.662,509.175,499.485,435.362,435.817,435.269,436.05,434.173,435.239,434.56
536.685,699.739,677.847,654.635,648.203,637.695,633.102,626.334,611.081,599.038,596.722,591.228,583.539,582.163,553.31,548.193,543.022,537.226,531.97,616.554,521.241,516.364,509.881,506.692,497.914
346.436,501.958,494.875,431.584,432.093,438.232,433.625,431.996,434.455,432.413,433.226,433.249,431.905,432.204,432.842,432.173,432.333,431.731,434.048,433.497,433.127,434.595,432.642,431.567,547.879
428.587,571.55,580.602,573.331,555.281,549.8,544.158,538.764,533.445,528.461,522.535,516.775,511.989,506.623,498.851,434.33,433.986,434.051,434.119,433.964,433.898,434.01,434.718,434.327,434.252
348.192,500.617,511.133,431.579,431.224,433.585,431.628,432.687,431.85,431.651,431.848,433.721,431.453,433.03,432.872,431.897,433.786,432.115,431.507,432.235,435.414,431.675,431.697,431.719,431.76
505.804,646.177,629.436,565.592,560.218,554.104,549.099,542.465,537.855,532.648,526.52,522.044,515.78,509.502,504.67,497.978,434.051,434.737,434.096,434.254,434.237,434.333,434.141,434.338,434.514
349.95,503.987,497.116,435.373,435.375,435.331,435.107,436.703,436.414,436.243,435.661,435.202,435.723,434.993,435.635,435.39,436.077,437.392,436.051,434.856,434.834,434.818,435.933,543.73,544.207
432.806,577.497,577.702,549.83,545.792,540.809,531.364,528.421,524.928,516.63,508.417,508.642,499.007,430.705,430.325,430.632,430.499,430.449,430.411,430.817,430.59,430.636,430.67,430.523,430.402
546.58,651.489,620.061,626.384,600.016,592.475,587.187,566.107,558.198,554.142,548.922,543.598,538.801,534.124,527.163,521.597,516.364,510.731,506.838,498.909,434.209,433.899,434.685,434.33,434.378
428.652,578.049,573.993,569.08,564.977,559.082,560.453,549.826,550.007,543.642,538.831,533.012,527.551,522.941,517.617,511.939,505.321,442.961,443.116,442.685,442.631,442.952,443.022,442.744,442.938
383.104,514.249,587.949,510.803,501.924,497.155,490.359,484.658,421.868,421.87,422.355,422.14,422.004,422.593,421.912,421.996,422.156,422.256,421.958,422.129,422.177,422.115,422.333,532.365,421.969
470.985,555.687,553.275,548.736,542.744,538.379,530.369,526.02,521.87,516.304,509.984,508.712,498.369,435.156,435.722,437.384,435.607,435.326,435.324,435.82,435.444,435.077,435.24,435.972,435.244
383.175,514.966,509.489,509.92,500.706,496.988,492.081,484.997,439.588,422.144,421.571,421.617,421.887,422.106,421.978,421.844,422.259,422.231,422.689,422.495,421.969,422.276,421.874,421.811,422.012
408.42,561.438,559.162,554.406,548.687,543.786,538.062,531.909,526.939,521.703,516.373,511.359,504.846,498.053,435.283,435.385,435.444,435.878,435.1,434.983,435.426,434.979,435.169,435.173,435.448
355.585,498.956,495.146,431.454,429.928,431.658,431.4,430.579,431.359,430.065,429.211,432.94,431.068,429.253,428.966,429.367,433.867,432.066,429.426,429.236,430.492,430.342,429.589,431.895,431.311
440.789,570.6,564.945,555.985,552.813,546.336,542.454,536.627,531.181,523.769,522.839,514.23,506.371,505.18,494.694,433.688,435.281,433.665,433.495,436.434,437.424,435.018,431.848,434.798,434.893
548.271,675.665,674.729,650.861,644.437,643.45,578.782,559.211,553.23,548.278,543.797,538.506,549.281,526.718,521.165,514.693,511.949,505.325,497.726,427.895,424.211,427.324,434.355,434.157,434.144
425.964,588.218,583.632,579.72,572.858,556.842,546.708,541.699,537.916,534.295,527.534,521.449,515.591,509.794,505.746,500.228,494.782,430.116,430.001,431.384,430.441,430.989,429.02,433.136,431.346
462.587,599.008,597.549,590.326,551.625,547.471,540.574,536.171,530.43,524.621,595.476,512.641,507.1,502,496.661,490.681,483.885,422.824,422.351,422.167,421.723,422.759,422.49,422.533,421.801
489.737,555.572,548.938,542.618,539.693,534.462,529.208,523.089,518.42,514.255,508.044,501.852,496.371,492.294,485.086,421.658,421.688,421.901,421.644,421.869,422.342,421.965,421.969,422.224,422.642
356.351,503.561,497.433,435.419,435.272,434.958,435.418,435.317,435.311,435.535,436.823,435.886,435.615,435.557,453.219,435.45,434.859,434.712,435.29,434.896,435.729,436.175,437.08,437.538,435.227
504.815,602.294,622.699,570.838,566.069,560.281,554.677,549.401,545.157,539.263,519.887,516.497,521.327,505.378,499.578,506.205,498.967,435.958,436.179,436.476,430.383,436.356,436.026,436.098,436.018
352.463,499.872,491.557,429.396,430.001,430.606,433.567,427.715,429.612,432.392,432.278,431.321,432.727,429.657,429.824,431.345,432.613,431.092,431.653,432.258,428.886,430.746,430.018,540.899,538.785
355.769,500.557,491.462,433.127,431.462,432.682,432.223,429.461,430.201,430.602,429.402,429.31,433.351,430.577,428.41,431.245,430.974,428.751,428.863,430.075,432.975,429.986,428.382,429.156,428.694
418.031,567.983,565.525,560.277,554.669,549.425,543.575,538.45,532.216,527.75,521.824,516.954,511.955,506.574,499.256,434.461,434.462,434.516,434.467,434.327,451.756,434.315,433.643,433.63,434.054
428.667,571.708,568.948,570.413,565.642,559.36,554.628,548.511,543.031,538.901,533.803,527.66,522.405,516.895,511.411,506.443,499.013,435.983,436.3,436.12,435.9,436.307,436.652,436.271,436.155
555.112,688.012,671.236,668.29,644.552,569.577,563.879,554.608,549.539,544.638,541.801,535.14,530.723,525.817,519.874,513.91,513.445,503.872,494.405,484.292,433.579,431.237,433.877,431.763,434.581
426.888,580.565,578.34,575.517,568.363,565.353,559.018,550.095,546.939,527.45,523.434,519.089,515.094,512.99,506.271,494.82,434.066,432.746,433.04,432.687,433.996,434.002,433.94,544.853,434.594
381.033,534.155,529.748,525.693,521.052,515.792,510.488,505.009,500.148,493.962,429.856,429.943,429.639,429.65,429.556,429.666,430.198,429.925,430.01,447.948,430.007,429.49,429.195,429.905,430.184
391.976,540.837,537.706,532.583,527.767,521.94,516.888,511.2,504.331,494.613,434.145,434.31,434.264,434.163,434.564,434.44,434.511,434.196,434.373,434.327,434.509,434.314,434.319,434.472,434.17
444.207,587.499,576.794,572.089,563.66,569.627,539.969,535.837,531.022,524.347,517.966,515.141,509.333,502.74,497.471,493.754,486.647,480.349,417.658,417.11,417.646,418.027,417.367,416.992,417.631
561.291,700.762,697.62,691.051,682.934,679.172,613.168,585.212,584.658,582.78,574.241,567.947,565.009,558.544,532.817,527.88,521.96,516.523,510.803,504.469,497.24,435.175,435.192,435.177,435.143
429.729,573.703,571.267,564.427,559.897,555.63,548.057,543.321,539.233,532.344,528.204,521.892,517.853,512.493,505.597,498.789,436.528,452.81,436.73,436,435.748,436.216,435.994,435.824,435.808
473.647,552.845,548.044,543.919,537.037,531.833,526.266,520.6,516.089,508.932,504.79,499.435,493.624,488.113,483.26,477.188,414.147,414.486,414.059,414.21,414.26,414.179,414.522,413.981,413.947
538.042,634.101,598.647,588.276,593.491,580.552,575.25,569.588,563.604,554.532,554.104,538.045,531.809,527.653,522.113,516.419,510.175,504.61,498.039,435.323,509.534,436.172,434.853,435.306,435.285
517.31,666.953,633.324,627.14,622.64,599.359,589.579,585.415,582.003,574.572,569.468,564.765,557.561,554.886,548.929,542.16,536.383,531.666,528.997,520.911,517.206,506.767,503.343,494.412,433.584
